name,type,Amplitude,AndersonDarling,Autocor_length,Beyond1Std,CAR_mean,CAR_sigma,CAR_tau,Con,Eta_e,FluxPercentileRatioMid20,FluxPercentileRatioMid35,FluxPercentileRatioMid50,FluxPercentileRatioMid65,FluxPercentileRatioMid80,Freq1_harmonics_amplitude_0,Freq1_harmonics_amplitude_1,Freq1_harmonics_amplitude_2,Freq1_harmonics_amplitude_3,Freq1_harmonics_rel_phase_0,Freq1_harmonics_rel_phase_1,Freq1_harmonics_rel_phase_2,Freq1_harmonics_rel_phase_3,Freq2_harmonics_amplitude_0,Freq2_harmonics_amplitude_1,Freq2_harmonics_amplitude_2,Freq2_harmonics_amplitude_3,Freq2_harmonics_rel_phase_0,Freq2_harmonics_rel_phase_1,Freq2_harmonics_rel_phase_2,Freq2_harmonics_rel_phase_3,Freq3_harmonics_amplitude_0,Freq3_harmonics_amplitude_1,Freq3_harmonics_amplitude_2,Freq3_harmonics_amplitude_3,Freq3_harmonics_rel_phase_0,Freq3_harmonics_rel_phase_1,Freq3_harmonics_rel_phase_2,Freq3_harmonics_rel_phase_3,Gskew,LinearTrend,MaxSlope,Mean,Meanvariance,MedianAbsDev,MedianBRP,PairSlopeTrend,PercentAmplitude,PercentDifferenceFluxPercentile,PeriodLS,Period_fit,Psi_CS,Psi_eta,Q31,Rcs,Skew,SlottedA_length,SmallKurtosis,Std,StetsonK,StetsonK_AC,StructureFunction_index_21,StructureFunction_index_31,StructureFunction_index_32
142017755_sector01_4_2_cleaned.lc,EW,0.0171815,0.963394587,2,0.324675325,27.39015494,0,0.63515625,0,1.318505843,0.161206166,0.281551753,0.410570896,0.570896154,0.785939353,0.008788029,0.000418922,0.000159416,0.000231761,0,0.587778263,0.671577848,0.870353612,0.003850685,0.001327485,0.002314745,0.001494347,0,-0.636789124,0.696126324,-0.358964489,0.002771731,1.93E-05,0.000331847,0.000728777,0,-1.441052418,-0.821583597,-0.956343545,-0.000642,0.00023531,1.466800805,17.3970281,0.000513197,0.00608,0.466666667,0.033333333,0.001614725,0.001696519,0.01135744,0,0.193304633,0.898980279,0.012116,0.183892179,0.006129926,3,-0.180993439,0.008928094,0.806844385,0.665331417,1.857914599,2.662414902,1.46123663
92444586_sector01_1_4_cleaned.lc,EW,0.104912,1,2,0.323607427,27.55936279,0,0.63515625,0,0.808759182,0.21163699,0.375944854,0.591322564,0.749186071,0.889130244,0.084459119,0.021963881,0.009423033,0.001202268,0,0.44469079,0.390618204,2.335962097,0.009238682,0.0018787,0.002514545,0.002431222,0,0.079900766,2.383105898,1.394900722,0.007954124,0.001919866,0.003368387,0.002776024,0,2.107609238,0.241850141,0.446686793,0.0744175,-0.000332614,5.993349718,17.50450152,0.003748965,0.043714,0.413793103,-0.166666667,0.012313135,0.011084332,0.182169671,0,0.225956917,0.223997698,0.1133975,0.030144342,0.503346375,2,-0.911126128,0.065623763,0.85902249,0.491694064,1.695961531,2.211269727,1.315323544
320917045_sector01_1_1_cleaned.lc,EW,0.032104,1,3,0.405052975,26.09357495,0,0.63515625,0,0.260411476,0.228599304,0.391747548,0.554105199,0.68342613,0.862184393,0.025626197,0.000545179,0.000814351,0.000175638,0,-1.785645413,0.301391932,-1.552939241,0.005039255,0.000300747,0.002875771,4.01E-05,0,-0.428744169,-0.856068639,-0.092820762,0.001543805,0.000252808,0.000443938,0.000268654,0,-0.726981338,-1.388943698,0.614750378,0.008728,-4.21E-05,1.22041249,16.57349721,0.001144982,0.016297,0.223308883,-0.033333333,0.00257029,0.003587135,0.022367413,0,0.215556045,0.213050849,0.032866,0.030502322,0.203381455,1,-1.057871273,0.018976355,0.864719121,0.706544829,1.833323574,2.559266781,1.404792899
232058128_sector01_2_1_cleaned.lc,EW,0.0615275,1,2,0.417014178,32.14501677,0,0.57578125,0,1.059322984,0.256007426,0.447062842,0.595111742,0.751751436,0.886603265,0.051242151,0.003404485,0.001643172,0.0002499,0,-1.602619683,-0.671170396,-1.43070303,0.007571539,0.00021459,0.001410516,0.00028814,0,1.156739435,1.823059821,-0.99750391,0.001970323,0.000298977,0.000398335,0.00047305,0,0.816660516,1.986428943,2.319251853,0.012914,-6.72E-05,4.436343485,18.50849794,0.002054043,0.033453,0.205170976,0.166666667,0.004548442,0.006170427,0.140362332,0,0.255702518,0.127905573,0.0679225,0.018202981,0.175342526,1,-1.218024464,0.038017253,0.877357789,0.860615811,1.157129311,0.855599121,0.809556881
139208061_sector01_2_3_cleaned.lc,EW,0.0848985,1,1,0.347529813,30.41447662,0,0.63515625,0,1.417348896,0.20953313,0.359187837,0.522309675,0.681902766,0.865687072,0.057789794,0.01048774,0.002014752,0.000804767,0,0.093343554,-0.002623123,2.808764315,0.009856409,0.001281802,0.003138203,7.13E-05,0,-1.926058023,0.113975047,0.327401142,0.00712315,0.002141342,0.000413759,0.000625767,0,1.207348396,-1.702102614,-1.417024534,0.0252105,5.33E-05,7.027929482,19.31794492,0.002437907,0.036149,0.32197615,-0.1,0.006877956,0.007513044,0.025015996,0,0.199330168,0.488237948,0.0754605,0.045039058,0.290216387,1,-0.755128515,0.047095355,0.845691242,0.777649445,1.73224587,2.350622603,1.368514891
253929759_sector01_1_2_cleaned.lc,EW,0.0570755,1,2,0.368240343,29.17726692,0,0.63515625,0,1.486127396,0.204453344,0.37191101,0.539532332,0.69974104,0.875304447,0.043867568,0.009412051,0.003152492,0.000560915,0,0.092257644,0.159195969,0.149795848,0.003446404,0.000851537,0.000632405,0.000923447,0,3.058617163,1.202747041,2.448860292,0.003206987,0.000506691,0.000339426,0.000974883,0,0.203357083,-0.539703072,1.724453887,0.029268,-0.000227011,4.601609658,18.53212344,0.001827859,0.024802,0.300429185,0.033333333,0.00497534,0.005607285,0.009595261,0,0.221453767,0.23011243,0.056055,0.045534625,0.406164984,1,-0.946896589,0.033874105,0.855336272,0.598160667,1.592077851,1.967248485,1.260902496
394007668_sector01_2_4_cleaned.lc,EW,0.0499805,1,2,0.457920792,25.82012339,0,0.63515625,0,0.492431292,0.282133361,0.469714822,0.637985506,0.772410198,0.893822011,0.044469125,0.000726542,0.000924826,0.000390888,0,2.618607857,1.82934817,2.076365031,0.008568604,0.000959368,0.000417477,0.000421905,0,1.295151615,-0.693340623,1.625301074,0.004213044,0.000285071,0.00035425,9.24E-05,0,1.776219557,-0.978034951,1.509855457,0.009096,1.50E-05,2.03883963,16.39981275,0.001972783,0.0305855,0.164191419,0.033333333,0.003683715,0.005848198,0.007190733,0,0.219852064,0.166684844,0.0612035,0.014424377,0.080649155,1,-1.360302122,0.032353267,0.88985073,0.470448924,1.794294253,2.472280734,1.407313139
141621375_sector01_4_2_cleaned.lc,EW,0.14834075,1,2,0.32599837,508.5150674,0.655496114,0.033815137,0,0.943263787,0.239318562,0.413407761,0.58384589,0.738124186,0.847681338,0.124061849,0.025774179,0.008442087,0.002198957,0,1.039092317,-0.802975324,-0.301969436,0.017675417,0.002470793,0.005493745,0.00049899,0,-0.233486869,-0.373442801,-1.196822114,0.01312508,0.002015818,0.00097407,0.000215253,0,-0.207575162,0.130608309,-1.119072682,0.113114,9.97E-05,9.062230526,17.19550659,0.005356819,0.069404,0.21597392,0.166666667,0.013845064,0.016285323,0.004288373,0,0.217580156,0.13601041,0.1626375,0.013730914,0.477570407,1,-1.080465066,0.092113221,0.873168919,0.750384611,1.919859817,2.79381661,1.471894251
150189215_sector01_4_4_cleaned.lc,EW,0.05893325,1,2,0.384615385,27.87882304,0,0.63515625,0,0.880224024,0.236980944,0.396751462,0.568051431,0.712575403,0.859451383,0.047413436,0.008465233,0.003805912,0.001303406,0,-0.838901347,-1.189681548,0.438350916,0.009656912,0.000862565,0.001391039,0.000907488,0,-0.514379036,1.150791398,0.705499654,0.002737519,0.000468254,0.000222491,0.000665161,0,0.477182797,-1.533380317,0.46816922,0.036433,-7.50E-05,3.003324981,17.7074087,0.002002242,0.0282475,0.236013986,-0.1,0.005247939,0.006125147,0.007247608,0,0.214400978,0.156837561,0.060869,0.022198432,0.432736901,2,-0.980329671,0.035454525,0.865711016,0.729950191,1.79151125,2.43168475,1.395050603
25195864_sector01_4_1_cleaned.lc,EW,0.0418475,1,4,0.374794069,23.79555253,0,0.626953125,0.000825083,0.234418733,0.169094314,0.312464236,0.505696301,0.697198668,0.856903189,0.032190299,0.007523983,0.00563284,0.001730239,0,-0.78258176,-1.688734575,0.441904895,0.005390517,0.000342763,0.00017096,0.000320695,0,-1.303795572,1.265411322,0.64054211,0.00225227,0.000349255,0.000248908,0.001292121,0,2.870410037,2.092566079,2.465480613,0.030166,1.97E-05,1.529539322,14.91869602,0.001635557,0.017812,0.281713344,0.366666667,0.004277677,0.005155634,0.004120505,0,0.207018498,0.135310772,0.03839625,0.016809316,0.61467355,1,-0.702581878,0.024400379,0.834659145,0.878920591,1.825719947,2.505061426,1.381965356
